age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
45;admin.;married;secondary;no;111;yes;no;cellular;11;aug;173;1;-1;0;unknown;no
42;blue-collar;married;unknown;no;149;yes;no;telephone;23;jul;329;3;-1;0;unknown;no
57;blue-collar;married;primary;no;23;yes;no;telephone;31;jul;25;8;-1;0;unknown;no
33;entrepreneur;married;secondary;no;1034;yes;no;cellular;21;jul;141;6;-1;0;unknown;no
48;admin.;married;primary;no;4459;yes;no;cellular;6;aug;536;1;-1;0;unknown;no
22;blue-collar;single;primary;no;3198;yes;no;unknown;28;may;109;2;-1;0;unknown;no
33;admin.;married;secondary;no;0;no;yes;cellular;6;feb;214;5;-1;0;unknown;no
36;entrepreneur;married;tertiary;no;0;yes;no;cellular;9;apr;339;1;-1;0;unknown;no
60;retired;married;primary;no;838;no;no;cellular;9;jul;147;1;-1;0;unknown;no
57;blue-collar;married;primary;no;1075;no;no;cellular;22;aug;164;6;-1;0;unknown;no
59;retired;married;primary;no;6;no;no;cellular;7;aug;448;3;-1;0;unknown;no
31;student;single;secondary;no;241;yes;no;cellular;12;may;211;5;-1;0;unknown;no
32;technician;single;secondary;no;-122;yes;yes;cellular;31;jul;55;17;-1;0;unknown;no
58;services;married;secondary;no;818;no;no;cellular;22;aug;283;1;-1;0;unknown;no
33;technician;divorced;secondary;no;250;yes;yes;cellular;7;may;277;1;-1;0;unknown;no
46;management;married;unknown;no;802;yes;no;cellular;30;jan;445;1;189;1;failure;no
43;management;married;tertiary;no;0;yes;no;cellular;17;nov;360;2;-1;0;unknown;no
29;services;married;secondary;no;0;yes;yes;cellular;20;apr;204;3;-1;0;unknown;no
42;services;single;secondary;no;3403;yes;no;cellular;30;apr;160;1;-1;0;unknown;no
38;technician;married;secondary;no;275;yes;no;cellular;3;apr;277;2;333;1;failure;no
33;management;single;tertiary;no;0;no;no;cellular;27;aug;191;4;-1;0;unknown;no
40;blue-collar;married;secondary;no;2671;yes;yes;unknown;4;jun;423;2;-1;0;unknown;no
44;entrepreneur;married;secondary;no;4389;yes;no;cellular;15;jul;149;4;-1;0;unknown;no
32;management;single;tertiary;no;2846;yes;no;cellular;30;oct;160;1;-1;0;unknown;no
45;blue-collar;married;secondary;no;-35;yes;yes;unknown;20;jun;145;24;-1;0;unknown;no
34;technician;single;tertiary;no;242;yes;no;unknown;6;may;112;1;-1;0;unknown;no
38;unemployed;married;tertiary;no;380;no;no;cellular;10;feb;100;1;-1;0;unknown;no
42;management;married;secondary;no;3018;yes;no;cellular;8;may;288;3;172;2;failure;no
43;blue-collar;married;secondary;no;1109;yes;no;cellular;2;feb;115;3;264;2;failure;no
54;blue-collar;married;primary;no;466;no;no;cellular;4;jul;297;1;-1;0;unknown;no
48;technician;married;secondary;no;23495;no;no;cellular;22;aug;63;8;-1;0;unknown;no
48;blue-collar;married;primary;no;1678;no;no;cellular;28;jan;263;2;-1;0;unknown;no
34;management;married;tertiary;no;0;no;no;cellular;21;aug;124;2;-1;0;unknown;no
37;technician;divorced;secondary;no;-230;yes;yes;unknown;28;may;224;2;-1;0;unknown;no
24;blue-collar;single;secondary;no;77;yes;no;unknown;16;may;236;2;-1;0;unknown;no
25;management;single;tertiary;no;1259;no;no;cellular;12;mar;85;1;-1;0;unknown;no
33;admin.;single;secondary;no;1613;yes;no;unknown;14;may;565;1;-1;0;unknown;no
69;services;married;unknown;no;23592;no;no;cellular;3;jul;837;3;-1;0;unknown;no
38;technician;single;secondary;no;42;yes;no;unknown;7;may;195;2;-1;0;unknown;no
49;services;divorced;secondary;no;933;no;yes;cellular;29;jul;92;33;-1;0;unknown;no
43;management;married;tertiary;no;-183;no;no;cellular;24;jul;65;1;-1;0;unknown;no
34;technician;married;tertiary;no;555;yes;no;cellular;7;aug;144;18;-1;0;unknown;no
31;technician;single;tertiary;no;1527;yes;no;cellular;18;jun;140;2;-1;0;unknown;no
43;blue-collar;married;primary;no;575;no;no;cellular;2;feb;237;1;-1;0;unknown;no
42;technician;married;secondary;no;166;no;no;cellular;16;jul;319;5;-1;0;unknown;no
40;blue-collar;single;primary;no;45;yes;yes;cellular;14;jul;106;4;-1;0;unknown;no
53;retired;married;secondary;no;357;no;no;unknown;18;jun;154;2;-1;0;unknown;no
49;management;married;tertiary;no;271;yes;no;cellular;5;feb;18;6;-1;0;unknown;no
33;entrepreneur;married;tertiary;no;-886;yes;yes;cellular;25;aug;103;6;-1;0;unknown;no
60;technician;married;secondary;no;0;no;no;unknown;20;jun;105;2;-1;0;unknown;no
55;technician;married;secondary;no;6043;no;no;cellular;19;nov;427;3;-1;0;unknown;no
57;retired;married;secondary;no;6610;no;no;cellular;14;aug;449;2;-1;0;unknown;no
53;blue-collar;married;secondary;no;3079;no;no;cellular;5;apr;759;1;-1;0;unknown;no
59;technician;married;secondary;no;6;no;yes;unknown;1;jul;292;1;-1;0;unknown;no
37;technician;married;secondary;yes;-143;yes;no;cellular;4;feb;95;1;-1;0;unknown;no
25;blue-collar;married;secondary;no;53;yes;no;unknown;13;may;331;2;-1;0;unknown;no
25;student;single;tertiary;no;5;no;no;cellular;29;sep;138;1;-1;0;unknown;no
26;management;single;tertiary;no;1177;no;no;cellular;19;oct;116;1;-1;0;unknown;no
37;technician;married;tertiary;yes;-681;yes;yes;cellular;11;aug;280;3;-1;0;unknown;no
27;blue-collar;married;secondary;no;411;yes;yes;unknown;27;may;123;1;-1;0;unknown;no
37;management;married;tertiary;no;1594;yes;no;cellular;17;apr;110;1;260;5;failure;no
26;management;single;secondary;no;609;yes;no;cellular;21;jul;594;1;-1;0;unknown;no
47;technician;married;secondary;no;677;no;no;cellular;20;aug;131;8;-1;0;unknown;no
32;management;married;tertiary;no;3696;no;no;unknown;21;may;315;3;-1;0;unknown;no
33;management;single;tertiary;no;191;no;yes;telephone;9;jul;25;1;-1;0;unknown;no
57;retired;divorced;tertiary;no;5253;no;no;unknown;18;jun;235;3;-1;0;unknown;no
51;blue-collar;married;secondary;no;-286;yes;no;unknown;9;may;70;1;-1;0;unknown;no
33;management;single;secondary;no;-665;yes;yes;cellular;16;apr;324;1;342;1;failure;no
50;blue-collar;married;primary;yes;354;yes;no;unknown;7;may;123;2;-1;0;unknown;no
51;services;married;secondary;no;1703;yes;no;cellular;7;may;101;1;-1;0;unknown;no
44;blue-collar;single;tertiary;no;827;yes;no;unknown;18;jun;65;4;-1;0;unknown;no
22;services;married;secondary;no;14;yes;yes;unknown;20;may;56;1;-1;0;unknown;no
55;blue-collar;married;primary;no;23;yes;no;unknown;5;may;291;1;-1;0;unknown;no
41;technician;married;secondary;no;1032;yes;no;cellular;21;aug;64;2;-1;0;unknown;no
35;technician;divorced;secondary;no;82;no;no;cellular;19;aug;152;3;-1;0;unknown;no
43;management;married;tertiary;no;0;yes;no;cellular;5;feb;280;2;-1;0;unknown;no
32;technician;married;tertiary;no;43;no;no;cellular;22;aug;154;5;-1;0;unknown;no
36;admin.;married;tertiary;no;157;yes;no;cellular;17;apr;277;2;-1;0;unknown;no
36;blue-collar;single;secondary;no;2962;yes;yes;unknown;16;jun;181;2;-1;0;unknown;no
35;technician;single;secondary;no;915;no;yes;cellular;26;aug;89;3;-1;0;unknown;no
53;retired;divorced;primary;no;1126;no;no;unknown;20;jun;92;3;-1;0;unknown;no
39;management;married;tertiary;no;0;no;no;telephone;16;jul;41;6;-1;0;unknown;no
55;self-employed;single;secondary;no;2607;yes;no;unknown;14;may;38;1;-1;0;unknown;no
35;management;single;tertiary;no;219;no;no;cellular;22;jul;160;6;-1;0;unknown;no
37;technician;married;tertiary;yes;0;yes;no;unknown;14;may;93;14;-1;0;unknown;no
34;blue-collar;single;primary;no;85;no;no;unknown;16;may;136;1;-1;0;unknown;no
65;retired;divorced;secondary;no;744;no;no;cellular;5;jul;182;1;-1;0;unknown;no
26;blue-collar;divorced;secondary;no;241;yes;no;unknown;16;may;136;1;-1;0;unknown;no
52;self-employed;married;tertiary;no;2289;yes;yes;cellular;21;nov;81;1;-1;0;unknown;no
54;management;married;tertiary;no;707;yes;no;telephone;23;jul;272;2;-1;0;unknown;no
31;unemployed;married;primary;no;-63;yes;no;unknown;20;may;657;1;-1;0;unknown;no
37;management;single;tertiary;no;2265;yes;no;cellular;16;jul;64;1;-1;0;unknown;no
29;services;married;tertiary;no;0;yes;no;unknown;4;jun;113;2;-1;0;unknown;no
34;management;single;secondary;no;1995;yes;no;cellular;20;nov;129;2;-1;0;unknown;no
31;entrepreneur;married;secondary;no;1302;yes;no;cellular;30;jul;89;3;-1;0;unknown;no
55;management;married;secondary;no;8592;no;no;unknown;9;jun;255;1;-1;0;unknown;no
56;management;married;tertiary;no;424;yes;yes;cellular;20;nov;113;5;-1;0;unknown;no
26;student;single;secondary;no;1209;yes;no;cellular;7;may;57;4;-1;0;unknown;no
34;management;single;tertiary;no;3679;yes;no;cellular;21;nov;146;1;101;1;failure;no
33;management;single;tertiary;no;506;no;no;cellular;4;jun;176;1;91;2;success;no
36;blue-collar;married;secondary;no;-477;yes;no;cellular;30;jan;473;2;-1;0;unknown;no
32;technician;married;secondary;no;11431;no;no;cellular;12;aug;141;5;-1;0;unknown;no
54;blue-collar;single;primary;no;-119;yes;no;cellular;13;may;261;1;-1;0;unknown;no
45;management;married;tertiary;no;2316;yes;no;unknown;26;may;97;3;-1;0;unknown;no
26;admin.;single;secondary;no;1348;no;no;cellular;30;jan;103;1;-1;0;unknown;no
46;blue-collar;married;secondary;no;4855;yes;no;cellular;10;aug;1529;1;397;1;failure;no
43;blue-collar;married;primary;no;1579;yes;no;telephone;11;may;176;1;284;4;other;no
32;blue-collar;married;secondary;no;-667;yes;no;cellular;18;may;152;7;349;1;other;no
32;entrepreneur;married;tertiary;no;281;yes;no;telephone;20;apr;18;5;349;2;failure;no
35;blue-collar;married;secondary;no;0;yes;no;unknown;23;may;100;4;-1;0;unknown;no
34;technician;single;secondary;no;3311;no;no;cellular;1;oct;197;2;-1;0;unknown;no
25;unemployed;married;secondary;no;715;no;no;cellular;4;may;254;4;-1;0;unknown;no
53;management;married;tertiary;no;696;yes;no;cellular;20;apr;12;6;-1;0;unknown;no
44;technician;divorced;tertiary;no;9192;yes;no;unknown;6;jun;59;3;-1;0;unknown;no
39;entrepreneur;married;tertiary;no;3;no;no;unknown;20;jun;12;14;-1;0;unknown;no
59;self-employed;married;tertiary;no;0;yes;no;cellular;23;jul;256;1;-1;0;unknown;no
38;blue-collar;divorced;secondary;no;1686;yes;no;unknown;19;jun;9;28;-1;0;unknown;no
49;technician;married;secondary;yes;410;no;no;cellular;27;aug;117;7;-1;0;unknown;no
44;housemaid;married;primary;no;0;no;no;cellular;20;aug;174;5;-1;0;unknown;no
61;retired;married;primary;no;1515;yes;no;cellular;15;apr;253;2;-1;0;unknown;no
44;blue-collar;married;secondary;no;1071;yes;no;cellular;11;may;143;3;357;1;failure;no
44;management;married;tertiary;no;6945;no;no;cellular;14;aug;114;3;-1;0;unknown;no
30;services;single;secondary;no;1923;no;yes;cellular;29;jan;114;2;192;2;other;no
33;blue-collar;married;secondary;no;1233;yes;no;cellular;14;may;141;1;-1;0;unknown;no
50;technician;married;secondary;no;0;no;no;telephone;22;aug;295;5;-1;0;unknown;no
27;technician;single;secondary;no;3267;no;yes;cellular;31;jul;62;13;-1;0;unknown;no
25;self-employed;married;tertiary;no;1182;yes;no;unknown;26;may;141;2;-1;0;unknown;no
49;management;married;tertiary;no;1468;yes;no;cellular;28;jul;88;3;-1;0;unknown;no
30;management;single;tertiary;no;349;no;no;cellular;12;aug;180;3;-1;0;unknown;no
34;admin.;single;unknown;no;2434;yes;no;unknown;6;may;218;4;-1;0;unknown;no
42;technician;married;secondary;no;-470;yes;yes;cellular;23;jul;185;10;-1;0;unknown;no
48;housemaid;married;tertiary;no;468;yes;no;unknown;14;may;220;1;-1;0;unknown;no
28;blue-collar;married;secondary;no;519;yes;yes;cellular;14;may;311;1;-1;0;unknown;no
35;blue-collar;married;unknown;no;245;yes;no;cellular;11;may;134;2;370;1;failure;no
30;blue-collar;single;secondary;no;-177;yes;no;cellular;14;may;87;1;345;2;other;no
35;technician;married;secondary;no;19;no;no;cellular;22;aug;268;2;-1;0;unknown;no
27;student;single;secondary;no;24;yes;no;cellular;17;jul;320;2;-1;0;unknown;no
36;management;married;tertiary;no;222;yes;no;cellular;6;may;317;1;169;2;failure;no
50;admin.;divorced;tertiary;no;66;yes;no;cellular;17;nov;77;2;-1;0;unknown;no
43;technician;single;secondary;no;140;yes;no;cellular;13;aug;221;2;-1;0;unknown;no
19;student;single;secondary;no;424;no;no;cellular;30;jun;121;3;195;2;other;no
42;blue-collar;single;secondary;no;419;no;no;cellular;7;jul;88;3;-1;0;unknown;no
38;entrepreneur;single;primary;no;154;yes;no;cellular;11;may;197;1;-1;0;unknown;no
41;blue-collar;married;primary;no;410;yes;no;unknown;14;may;85;4;-1;0;unknown;no
45;blue-collar;married;unknown;no;2056;no;yes;unknown;11;jun;191;1;-1;0;unknown;no
30;technician;single;secondary;no;846;no;no;cellular;2;nov;75;2;-1;0;unknown;no
39;self-employed;single;tertiary;no;2298;yes;yes;cellular;20;apr;13;2;319;18;other;no
27;blue-collar;married;secondary;no;1600;yes;no;cellular;4;feb;603;2;259;1;failure;no
34;management;divorced;tertiary;no;5754;yes;no;cellular;18;nov;32;1;181;1;failure;no
36;admin.;married;tertiary;no;828;yes;no;unknown;29;may;116;1;-1;0;unknown;no
36;technician;single;secondary;no;380;yes;no;unknown;20;may;134;1;-1;0;unknown;no
42;services;divorced;secondary;no;83;no;no;cellular;13;may;300;5;358;6;failure;no
46;technician;married;secondary;no;399;no;no;cellular;21;jul;156;1;-1;0;unknown;no
49;self-employed;married;secondary;no;289;yes;no;cellular;2;feb;243;1;-1;0;unknown;no
43;services;single;secondary;no;-63;yes;no;cellular;18;may;92;3;374;1;other;no
43;management;divorced;tertiary;no;350;yes;no;unknown;4;jun;128;1;-1;0;unknown;no
49;technician;divorced;tertiary;no;917;no;no;cellular;11;aug;165;6;-1;0;unknown;no
31;admin.;single;tertiary;no;5;no;yes;cellular;2;feb;75;1;206;1;failure;no
52;blue-collar;married;secondary;no;310;yes;no;unknown;28;may;211;4;-1;0;unknown;no
31;management;single;tertiary;no;2384;yes;no;cellular;14;apr;608;2;-1;0;unknown;no
32;services;married;unknown;no;23;no;no;cellular;11;jul;425;2;-1;0;unknown;no
38;blue-collar;single;unknown;no;573;yes;no;unknown;12;may;334;7;-1;0;unknown;no
31;blue-collar;single;secondary;no;-4;yes;no;cellular;15;may;110;1;-1;0;unknown;no
66;retired;married;secondary;no;780;no;no;cellular;12;feb;388;4;-1;0;unknown;no
35;blue-collar;married;primary;no;396;yes;no;cellular;20;apr;110;1;-1;0;unknown;no
36;services;married;secondary;no;1024;yes;no;unknown;18;jun;111;2;-1;0;unknown;no
32;technician;married;secondary;no;169;yes;no;cellular;7;may;22;11;-1;0;unknown;no
36;management;married;tertiary;no;6;yes;no;cellular;18;aug;166;3;-1;0;unknown;no
35;blue-collar;married;secondary;no;63;yes;no;cellular;9;apr;139;1;-1;0;unknown;no
38;admin.;married;primary;no;464;no;yes;unknown;11;jun;86;2;-1;0;unknown;no
41;management;married;tertiary;no;144;no;no;cellular;27;feb;123;3;-1;0;unknown;no
38;admin.;single;secondary;no;-211;no;yes;cellular;31;jul;166;2;-1;0;unknown;no
27;entrepreneur;single;tertiary;no;6;no;no;cellular;11;jul;143;2;-1;0;unknown;no
43;housemaid;married;secondary;no;743;no;yes;cellular;23;jul;323;3;-1;0;unknown;no
28;admin.;single;secondary;no;404;no;yes;cellular;9;jul;188;1;-1;0;unknown;no
40;management;married;tertiary;no;2840;yes;no;cellular;8;jul;1720;4;-1;0;unknown;no
60;blue-collar;married;primary;no;2147;no;no;telephone;14;may;213;1;-1;0;unknown;no
28;management;single;tertiary;no;78;no;no;cellular;28;jan;258;2;-1;0;unknown;no
46;technician;divorced;secondary;no;79;no;no;unknown;5;may;144;1;-1;0;unknown;no
51;admin.;single;secondary;no;3132;no;no;unknown;13;may;459;1;-1;0;unknown;no
27;blue-collar;married;secondary;no;1341;yes;yes;unknown;30;may;254;2;-1;0;unknown;no
32;services;divorced;tertiary;no;376;yes;no;unknown;20;may;102;2;-1;0;unknown;no
36;technician;married;secondary;no;1286;yes;yes;unknown;29;may;152;1;-1;0;unknown;no
48;technician;married;primary;no;1375;yes;yes;cellular;21;nov;73;1;172;2;failure;no
26;blue-collar;single;secondary;no;179;no;no;cellular;30;jul;103;3;-1;0;unknown;no
39;admin.;married;secondary;no;179;no;no;unknown;6;sep;36;1;-1;0;unknown;no
57;entrepreneur;married;secondary;no;666;no;no;cellular;4;aug;138;1;-1;0;unknown;no
29;blue-collar;married;secondary;no;912;yes;no;cellular;13;may;785;1;-1;0;unknown;no
35;technician;divorced;secondary;no;-199;yes;no;unknown;27;may;137;2;-1;0;unknown;no
44;self-employed;married;unknown;no;680;yes;no;telephone;30;jul;84;4;-1;0;unknown;no
46;technician;married;secondary;no;0;no;no;cellular;30;jul;77;2;-1;0;unknown;no
43;management;married;tertiary;no;536;yes;no;cellular;14;may;167;4;-1;0;unknown;no
37;housemaid;married;unknown;no;0;no;no;telephone;30;jul;195;4;-1;0;unknown;no
44;entrepreneur;married;primary;no;276;yes;yes;unknown;15;may;219;1;-1;0;unknown;no
46;technician;divorced;secondary;no;1;yes;yes;unknown;26;may;200;3;-1;0;unknown;no
25;admin.;married;secondary;no;789;yes;no;cellular;23;jul;202;1;-1;0;unknown;no
31;admin.;single;secondary;no;507;yes;no;cellular;13;may;65;2;299;3;other;no
32;management;single;tertiary;no;229;yes;no;cellular;18;may;345;1;-1;0;unknown;no
32;management;single;secondary;no;86;yes;no;cellular;21;nov;78;1;-1;0;unknown;no
32;admin.;married;tertiary;no;118;no;no;cellular;21;nov;383;4;176;10;failure;no
34;management;married;tertiary;no;1770;yes;no;unknown;6;nov;26;1;101;11;other;no
46;admin.;single;secondary;no;272;no;no;cellular;31;jul;149;4;-1;0;unknown;no
60;retired;married;unknown;no;209;no;no;cellular;30;apr;472;1;-1;0;unknown;no
23;admin.;single;secondary;no;178;yes;no;unknown;16;may;107;1;-1;0;unknown;no
42;management;married;tertiary;no;2463;no;no;cellular;26;oct;183;2;-1;0;unknown;no
57;technician;divorced;primary;no;13;yes;no;cellular;8;may;323;2;368;2;failure;no
35;management;single;tertiary;no;1045;yes;no;cellular;17;apr;204;5;-1;0;unknown;no
43;unemployed;married;unknown;no;970;yes;no;telephone;1;sep;513;13;288;11;failure;no
48;unemployed;married;primary;no;1296;no;no;cellular;5;mar;119;1;-1;0;unknown;no
30;management;single;tertiary;no;635;yes;no;unknown;4;jun;29;2;-1;0;unknown;no
41;blue-collar;married;primary;no;875;yes;no;cellular;14;apr;189;2;-1;0;unknown;no
34;blue-collar;married;secondary;no;-53;yes;no;cellular;12;may;196;2;357;1;failure;no
25;entrepreneur;married;tertiary;no;38;yes;no;cellular;22;jul;278;5;-1;0;unknown;no
27;technician;single;tertiary;no;808;yes;no;cellular;15;may;578;1;364;1;other;no
32;management;single;tertiary;no;100;no;no;cellular;12;aug;181;2;-1;0;unknown;no
64;retired;divorced;tertiary;no;17875;no;no;cellular;25;aug;173;1;-1;0;unknown;no
23;entrepreneur;single;secondary;no;1128;yes;no;cellular;18;may;77;3;-1;0;unknown;no
58;unemployed;married;primary;no;4967;no;no;telephone;4;feb;176;3;-1;0;unknown;no
42;technician;single;secondary;no;716;yes;no;cellular;21;nov;110;1;-1;0;unknown;no
59;blue-collar;divorced;primary;no;1228;no;yes;cellular;16;jul;57;3;-1;0;unknown;no
46;blue-collar;married;secondary;no;78;yes;yes;unknown;7;may;145;1;-1;0;unknown;no
32;technician;single;secondary;no;1165;no;no;cellular;27;aug;19;23;-1;0;unknown;no
29;admin.;single;secondary;yes;-228;yes;no;unknown;9;may;279;1;-1;0;unknown;no
23;technician;single;secondary;no;3092;no;no;cellular;10;mar;56;2;-1;0;unknown;no
46;blue-collar;married;primary;no;0;no;no;cellular;22;aug;65;2;-1;0;unknown;no
42;management;married;unknown;no;1333;yes;no;unknown;14;may;468;2;-1;0;unknown;no
39;blue-collar;married;primary;no;12848;yes;no;unknown;5;jun;337;2;-1;0;unknown;no
27;admin.;married;secondary;no;132;no;no;cellular;13;oct;123;2;-1;0;unknown;no
45;technician;married;secondary;no;0;yes;yes;unknown;20;jun;8;5;-1;0;unknown;no
50;technician;married;secondary;no;2406;yes;no;telephone;14;jul;197;5;-1;0;unknown;no
45;admin.;married;secondary;no;171;yes;no;unknown;12;may;539;1;-1;0;unknown;no
31;admin.;married;secondary;no;389;yes;no;cellular;7;dec;69;1;185;2;failure;no
30;services;married;secondary;no;208;no;yes;cellular;28;jul;213;3;-1;0;unknown;no
27;blue-collar;single;secondary;no;5;yes;no;unknown;19;may;205;3;-1;0;unknown;no
35;admin.;single;secondary;no;847;yes;no;cellular;11;may;85;2;-1;0;unknown;no
36;services;single;secondary;no;328;yes;no;cellular;13;may;194;3;-1;0;unknown;no
38;entrepreneur;married;secondary;no;3249;yes;no;unknown;2;jun;384;1;-1;0;unknown;no
